レコードID,会社名,医療機関コード（正）,郵便番号,都道府県／地域,市区町村,ウェブサイトURL,正規化名,名寄せキー種別,重複グループID,代表フラグ,検索クエリ
343272627935,牧瀬医院,4610128946,890-0042,鹿児島県,鹿児島市薬師１丁目１６番１２号,,牧瀬医院,CODE,G000580,代表,牧瀬医院 鹿児島市 公式サイト
343265436395,まきのあたまとリハビリクリニック,1210212571,275-0002,千葉県,習志野市実籾１－２－１６,,まきのあたまとリハビリクリニック,CODE,G000581,代表,まきのあたまとリハビリクリニック 習志野市 公式サイト
343201665741,医療法人社団志栄会　にしつが内科,1210126854,264-0026,千葉県,千葉市若葉区西都賀１－８－１,,志栄会にしつが内科,CODE,G000582,代表,医療法人社団志栄会 にしつが内科 千葉市若葉区 公式サイト
343465965269,ＢＥＬＬＥ　ＣＬＩＮＩＣ,4012713055,839-0852,福岡県,久留米市高良内町２８０７－５,,belleclinic,CODE,G000583,代表,BELLE CLINIC 久留米市 公式サイト
343279774405,ゆいまーるこどもクリニック,4710119894,900-0004,沖縄県,那覇市銘苅２１１－１７メディカルプラザめかる４Ｆ,,ゆいまるこどもクリニック,CODE,G000584,代表,ゆいまーるこどもクリニック 那覇市 公式サイト
343272627934,しずくのもりこども発達クリニック,0111014718,069-0824,北海道,江別市東野幌本町７番地５セリオ野幌１階,,しずくのもりこども発達クリニック,CODE,G000585,代表,しずくのもりこども発達クリニック 江別市 公式サイト
343205292788,にじのわクリニック福岡,4011028125,819-0002,福岡県,福岡市西区姪の浜二丁目１３番２号１階,,にじのわクリニック福岡,CODE,G000586,代表,にじのわクリニック福岡 福岡市西区 公式サイト
343464018672,さいたま在宅クリニックみどり,1116522239,336-0918,埼玉県,さいたま市緑区松木１丁目３１－９－１０２,,さいたま在宅クリニックみどり,CODE,G000587,代表,さいたま在宅クリニックみどり さいたま市緑区 公式サイト
343452670675,やまさき整形外科クリニック,4012019719,819-1311,福岡県,糸島市志摩津和崎６７志摩クリニックビル２階,,やまさき整形外科クリニック,CODE,G000588,代表,やまさき整形外科クリニック 糸島市 公式サイト
343272627933,やはたひがし眼科,4016711634,805-0071,福岡県,北九州市八幡東区東田３丁目２－１０２イオンモール八幡東２階,,やはたひがし眼科,CODE,G000589,代表,やはたひがし眼科 北九州市八幡東区 公式サイト
343198137078,荒木眼科　熊本下通り院,4317111252,860-0801,熊本県,熊本市中央区安政町１－２３金井ビル３階,,荒木眼科熊本下通り院,CODE,G000590,代表,荒木眼科 熊本下通り院 熊本市中央区 公式サイト
343465965268,にじいろこどもクリニック,0110614450,060-0004,北海道,札幌市中央区北４条西１８丁目８番１プレミアムガーデン北円山　２階,,にじいろこどもクリニック,CODE,G000591,代表,にじいろこどもクリニック 札幌市中央区 公式サイト
343288731381,沖縄皮膚科医院　豊見城クリニック,4711110835,901-0222,沖縄県,豊見城市字渡橋名２６９－１,,沖縄皮膚科医院豊見城クリニック,CODE,G000592,代表,沖縄皮膚科医院 豊見城クリニック 豊見城市 公式サイト
343272627932,江別のっぽろ駅前メンタルクリニック,0111014700,069-0813,北海道,江別市野幌町９４－１３鉄道高架下,,江別のっぽろ駅前メンタルクリニック,CODE,G000593,代表,江別のっぽろ駅前メンタルクリニック 江別市 公式サイト
343265436402,別府中央内科クリニック,1113104379,360-0856,埼玉県,熊谷市別府４丁目２４０番地１,,別府中央内科クリニック,CODE,G000594,代表,別府中央内科クリニック 熊谷市 公式サイト
343198137079,天神駅前心療内科・精神科クリニック,4011028117,810-0001,福岡県,福岡市中央区天神２－８－３６　天神ＮＫビル４階,,天神駅前心療内科精神科クリニック,CODE,G000595,代表,天神駅前心療内科・精神科クリニック 福岡市中央区 公式サイト
343288731380,みずたまこどもクリニック,1212312478,270-0163,千葉県,流山市南流山１－８－８　南流山共栄ビル２階,,みずたまこどもクリニック,CODE,G000596,代表,みずたまこどもクリニック 流山市 公式サイト
343288731379,札幌清田心臓リハクリニック,0110517372,004-0841,北海道,札幌市清田区清田１条４丁目１番４５号Ｒ４ＴＭビル　１００１号,,札幌清田心臓リハクリニック,CODE,G000597,代表,札幌清田心臓リハクリニック 札幌市清田区 公式サイト
343288731378,矢野医院,4010216127,812-0882,福岡県,福岡市博多区麦野４－３８－２０－１０３号,,矢野医院,CODE,G000598,代表,矢野医院 福岡市博多区 公式サイト
343228602071,すなおなクリニック,1110414888,350-0034,埼玉県,川越市仙波町１丁目１２－２０,,すなおなクリニック,CODE,G000599,代表,すなおなクリニック 川越市 公式サイト
343201665740,朝霞台画像診断クリニック,1112102408,351-0021,埼玉県,朝霞市西弁財一丁目１５番地１１,,朝霞台画像診断クリニック,CODE,G000600,代表,朝霞台画像診断クリニック 朝霞市 公式サイト
343465965267,所沢さとう耳鼻咽喉科,1112510527,359-0037,埼玉県,所沢市くすのき台一丁目１４番地５グランエミオ所沢１Ｆ,,所沢さとう耳鼻咽喉科,CODE,G000601,代表,所沢さとう耳鼻咽喉科 所沢市 公式サイト
343288731377,白ゆり内科外科クリニック,4017811615,802-0816,福岡県,北九州市小倉南区若園４丁目５－２１－２Ｆ,,白ゆり内科外科クリニック,CODE,G000602,代表,白ゆり内科外科クリニック 北九州市小倉南区 公式サイト
343272627931,小松内科循環器内科医院,0111513719,049-0111,北海道,北斗市七重浜５丁目１５番１５号,,小松内科循環器内科医院,CODE,G000603,代表,小松内科循環器内科医院 北斗市 公式サイト
343452670674,いいざか整形外科クリニック,0710118639,960-0201,福島県,福島市飯坂町字筑前２８番５,,いいざか整形外科クリニック,CODE,G000604,代表,いいざか整形外科クリニック 福島市 公式サイト
343279774404,谷山そらいろ糖尿病クリニック,4610129167,891-0116,鹿児島県,鹿児島市上福元町３８８３番地２,,谷山そらいろ糖尿病クリニック,CODE,G000605,代表,谷山そらいろ糖尿病クリニック 鹿児島市 公式サイト
343279774403,どまんなかファミリークリニック,0910410992,327-0317,栃木県,佐野市田沼町６５７－１,,どまんなかファミリクリニック,CODE,G000606,代表,どまんなかファミリークリニック 佐野市 公式サイト
343279774402,ブランクリニック福岡天神院,4011028141,810-0001,福岡県,福岡市中央区天神２丁目１３番１８号天神ホワイトビル６階及び９階,,ブランクリニック福岡天神院,CODE,G000607,代表,ブランクリニック福岡天神院 福岡市中央区 公式サイト
343205292787,友翔館クリニック,0110712064,002-8071,北海道,札幌市北区あいの里１条４丁目１６番１０－１０１号,,友翔館クリニック,CODE,G000608,代表,友翔館クリニック 札幌市北区 公式サイト
343465965264,ステーションクリニック川口,1110210989,332-0017,埼玉県,川口市栄町三丁目１番２４号川口駅東口１階,,ステションクリニック川口,CODE,G000609,代表,ステーションクリニック川口 川口市 公式サイト
343452670673,こうの内科クリニック,4017811623,800-0206,福岡県,北九州市小倉南区葛原東３丁目１４－７,,こうの内科クリニック,CODE,G000610,代表,こうの内科クリニック 北九州市小倉南区 公式サイト
343198137074,大宮新都心眼科,1116522148,338-0001,埼玉県,さいたま市中央区上落合８丁目３－３２島忠ホームズさいたま中央　２階,,大宮新都心眼科,CODE,G000611,代表,大宮新都心眼科 さいたま市中央区 公式サイト
343464018670,医療法人社団紡世会　かわぐちレディースステーションクリニック,1116522221,330-0063,埼玉県,さいたま市浦和区高砂一丁目１６番１２号アトレ浦和Ｗｅｓｔ　Ａｒｅａ　４階,,紡世会かわぐちレディスステションクリニック,CODE,G000612,代表,医療法人社団紡世会 かわぐちレディースステーションクリニック さいたま市浦和区 公式サイト
343272627929,ブランクリニックさいたま大宮院,1116522064,330-0845,埼玉県,さいたま市大宮区仲町１丁目３５番地、３６番地大塚ビル５階,,ブランクリニックさいたま大宮院,CODE,G000613,代表,ブランクリニックさいたま大宮院 さいたま市大宮区 公式サイト
343265436401,上村第二透析ステーション,4317210898,861-8039,熊本県,熊本市東区長嶺南１丁目２番１０号,,上村第二透析ステション,CODE,G000614,代表,上村第二透析ステーション 熊本市東区 公式サイト
343205292782,ともハートクリニック,1116522114,338-0004,埼玉県,さいたま市中央区本町西４丁目１６番地１０－１号,,ともハトクリニック,CODE,G000615,代表,ともハートクリニック さいたま市中央区 公式サイト
343198137076,在宅支援クリニックはるか,4317210914,862-0918,熊本県,熊本市東区花立五丁目６番９３号クオーレ進成Ａ棟,,在宅支援クリニックはるか,CODE,G000616,代表,在宅支援クリニックはるか 熊本市東区 公式サイト
343465965266,ルナレディースクリニック,4410123915,870-0124,大分県,大分市大字毛井２７９番地１,,ルナレディスクリニック,CODE,G000617,代表,ルナレディースクリニック 大分市 公式サイト
343265436398,こまくさクリニック,4015319512,822-1403,福岡県,田川郡香春町大字高野９０９番地３０,,こまくさクリニック,CODE,G000618,代表,こまくさクリニック 田川郡香春町 公式サイト
343265436394,すのはら医院こころの診療室,2010219166,390-0851,長野県,松本市島内３５０３番地１オフィスやまもと２階３号室,,すのはら医院こころの診療室,CODE,G000619,代表,すのはら医院こころの診療室 松本市 公式サイト
343198137077,箱館本町ストレスケアクリニック,0111419305,040-0011,北海道,函館市本町７番２４号Ｍ・Ｄ五稜郭ビル２階,,箱館本町ストレスケアクリニック,CODE,G000620,代表,箱館本町ストレスケアクリニック 函館市 公式サイト
343465965263,なのはなクリニック,1111102995,343-0103,埼玉県,北葛飾郡松伏町大字金杉１９２７番地,,なのはなクリニック,CODE,G000621,代表,なのはなクリニック 北葛飾郡松伏町 公式サイト
343452670672,たなかクリニック,0610812877,998-0022,山形県,酒田市駅東二丁目６番地の１１,,たなかクリニック,CODE,G000622,代表,たなかクリニック 酒田市 公式サイト
343452670670,くしろ形成外科スキンケアクリニック,0114115033,085-0805,北海道,釧路市桜ケ岡１丁目１０番２２号,,くしろ形成外科スキンケアクリニック,CODE,G000623,代表,くしろ形成外科スキンケアクリニック 釧路市 公式サイト
343370585840,誠和会クリニック,4011027937,814-0021,福岡県,福岡市早良区荒江３丁目２０番２号,,誠和会クリニック,CODE,G000624,代表,誠和会クリニック 福岡市早良区 公式サイト
343272627930,ブランクリニック札幌院,0110614484,060-0003,北海道,札幌市中央区北３条西３丁目１番地５６マルゲンビル２階,,ブランクリニック札幌院,CODE,G000625,代表,ブランクリニック札幌院 札幌市中央区 公式サイト
343228602070,駅前クリニック,0710213422,965-0024,福島県,会津若松市白虎町２０７番地１,,駅前クリニック,CODE,G000626,代表,駅前クリニック 会津若松市 公式サイト
343205292783,松江しげ整形外科,3210115139,699-0101,島根県,松江市東出雲町揖屋７９９番地１,,松江しげ整形外科,CODE,G000627,代表,松江しげ整形外科 松江市 公式サイト
343198137072,はた腎泌尿器クリニック,1111603430,362-0036,埼玉県,上尾市宮本町９－１,,はた腎泌尿器クリニック,CODE,G000628,代表,はた腎泌尿器クリニック 上尾市 公式サイト
343464018671,絆愛とみしろクリニック,4711110827,901-0213,沖縄県,豊見城市字高嶺８３－５　２階,,絆愛とみしろクリニック,CODE,G000629,代表,絆愛とみしろクリニック 豊見城市 公式サイト
343464018669,ふるかわクリニック,4110118363,840-2106,佐賀県,佐賀市諸富町山領４５９－８,,ふるかわクリニック,CODE,G000630,代表,ふるかわクリニック 佐賀市 公式サイト
343464018668,小郡睡眠時無呼吸クリニック,4012619500,838-0144,福岡県,小郡市祇園１丁目６－２,,小郡睡眠時無呼吸クリニック,CODE,G000631,代表,小郡睡眠時無呼吸クリニック 小郡市 公式サイト
343452670671,なかやまこどもクリニック,4010429951,811-2123,福岡県,糟屋郡宇美町光正寺１丁目１－１８,,なかやまこどもクリニック,CODE,G000632,代表,なかやまこどもクリニック 糟屋郡宇美町 公式サイト
343452670669,鼻と副鼻腔のクリニック　札幌,0110712031,060-0906,北海道,札幌市東区北６条東３丁目１番地１　ダ・ヴィンチモール３階,,鼻と副鼻腔のクリニック札幌,CODE,G000633,代表,鼻と副鼻腔のクリニック 札幌 札幌市東区 公式サイト
343408585444,なかむら耳鼻咽喉科,4710311459,904-2235,沖縄県,うるま市字前原３０８番地１,,なかむら耳鼻咽喉科,CODE,G000634,代表,なかむら耳鼻咽喉科 うるま市 公式サイト
343370585841,我孫子駅前泌尿器科クリニック,1212511731,270-1151,千葉県,我孫子市本町２－１－７　我孫子駅前サイコビル５階,,我孫子駅前泌尿器科クリニック,CODE,G000635,代表,我孫子駅前泌尿器科クリニック 我孫子市 公式サイト
343288731376,つる眼科うきは診療所,4013319431,839-1404,福岡県,うきは市浮羽町西隈上６３８－５,,つる眼科うきは診療所,CODE,G000636,代表,つる眼科うきは診療所 うきは市 公式サイト
343288731375,ＰＲＥＮＡＴＡＬ　ＣＬＩＮＩＣ　ＦＵＫＵＯＫＡ,4011028240,810-0021,福岡県,福岡市中央区今泉１丁目４－１,,prenatalclinicfukuoka,CODE,G000637,代表,PRENATAL CLINIC FUKUOKA 福岡市中央区 公式サイト
343288731374,ふじみ野泌尿器科,1113002078,356-0051,埼玉県,ふじみ野市亀久保３－１０－１０,,ふじみ野泌尿器科,CODE,G000638,代表,ふじみ野泌尿器科 ふじみ野市 公式サイト
343279774401,医療法人社団祐優会　ＯｋｕｎｏＣｌｉｎｉｃ．札幌,0110614609,060-0063,北海道,札幌市中央区南３条西１丁目８番１０ＣＯＮＮＥＣＴ　ＳＡＰＰＯＲＯ１階,,祐優会okunoclinic札幌,CODE,G000639,代表,医療法人社団祐優会 OkunoClinic.札幌 札幌市中央区 公式サイト
343279774400,むさしメディカルクリニック,1115102157,352-0025,埼玉県,新座市片山３丁目１１－２,,むさしメディカルクリニック,CODE,G000640,代表,むさしメディカルクリニック 新座市 公式サイト
343279774399,れいしんかいクリニック,4612911935,899-7306,鹿児島県,曽於郡大崎町永吉８２９９－１,,れいしんかいクリニック,CODE,G000641,代表,れいしんかいクリニック 曽於郡大崎町 公式サイト
343279774398,くまのみクリニック博多院,4010216044,812-0054,福岡県,福岡市東区馬出６丁目１３－５－１０２,,くまのみクリニック博多院,CODE,G000642,代表,くまのみクリニック博多院 福岡市東区 公式サイト
343279774397,なぎの消化器・内視鏡内科クリニック,0611611252,994-0083,山形県,天童市芳賀タウン南一丁目３－１７,,なぎの消化器内視鏡内科クリニック,CODE,G000643,代表,なぎの消化器・内視鏡内科クリニック 天童市 公式サイト
343272627928,からだとこころクリニック福岡天神,4011027978,810-0041,福岡県,福岡市中央区大名２－６－３９　７Ｆ,,からだとこころクリニック福岡天神,CODE,G000644,代表,からだとこころクリニック福岡天神 福岡市中央区 公式サイト
343272627927,医療法人社団ナイズ　キャップスクリニック市川妙典,1212718120,272-0111,千葉県,市川市妙典５－３－１　イオン市川妙典店１階,,ナイズキャップスクリニック市川妙典,CODE,G000645,代表,医療法人社団ナイズ キャップスクリニック市川妙典 市川市 公式サイト
343265436403,久冨内科医院,4011519552,816-0952,福岡県,大野城市下大利１丁目１６ー４セリユ下大利ビル２階,,久冨内科医院,CODE,G000646,代表,久冨内科医院 大野城市 公式サイト
343265436400,かすがこどもアレルギークリニック,4011619659,816-0844,福岡県,春日市上白水７丁目１５番地,,かすがこどもアレルギクリニック,CODE,G000647,代表,かすがこどもアレルギークリニック 春日市 公式サイト
343265436399,西嶋内科・消化器内視鏡クリニック,4011028216,814-0175,福岡県,福岡市早良区田村二丁目８番４１号,,西嶋内科消化器内視鏡クリニック,CODE,G000648,代表,西嶋内科・消化器内視鏡クリニック 福岡市早良区 公式サイト
343265436397,みさとレディースクリニック,2014017707,399-8101,長野県,安曇野市三郷明盛１１７０番地２,,みさとレディスクリニック,CODE,G000649,代表,みさとレディースクリニック 安曇野市 公式サイト
343228602069,医療法人聖仁会　西部さくらクリニック,1116522080,338-0824,埼玉県,さいたま市桜区上大久保８９０－１,,聖仁会西部さくらクリニック,CODE,G000650,代表,医療法人聖仁会 西部さくらクリニック さいたま市桜区 公式サイト
343228602068,オキュロフェイシャルクリニック福岡,4010216093,812-0029,福岡県,福岡市博多区古門戸町１番４号　ＭｉｐＬａ古門戸３階,,オキュロフェイシャルクリニック福岡,CODE,G000651,代表,オキュロフェイシャルクリニック福岡 福岡市博多区 公式サイト
343205292786,あんしんクリニック,0910118454,321-0954,栃木県,宇都宮市元今泉３丁目３１－２,,あんしんクリニック,CODE,G000652,代表,あんしんクリニック 宇都宮市 公式サイト
343205292785,あくつ眼科矢板院,0911110252,329-2162,栃木県,矢板市末広町２５－１,,あくつ眼科矢板院,CODE,G000653,代表,あくつ眼科矢板院 矢板市 公式サイト
343205292784,西原ぱっちり眼科,4712212036,903-0102,沖縄県,中頭郡西原町嘉手苅１３０サンエー西原シティ１階,,西原ぱっちり眼科,CODE,G000654,代表,西原ぱっちり眼科 中頭郡西原町 公式サイト
343205292781,川口元郷ファミリー耳鼻咽喉科,1110210997,332-0017,埼玉県,川口市栄町１丁目１２番２１号シティデュオタワー川口２０６号室,,川口元郷ファミリ耳鼻咽喉科,CODE,G000655,代表,川口元郷ファミリー耳鼻咽喉科 川口市 公式サイト
343201665739,こいけ呼吸器内科クリニック,0912610631,329-1232,栃木県,塩谷郡高根沢町光陽台六丁目５－９,,こいけ呼吸器内科クリニック,CODE,G000656,代表,こいけ呼吸器内科クリニック 塩谷郡高根沢町 公式サイト
343201665738,社会医療法人　敬愛会　中頭総合ちばなクリニック,4710412190,904-2143,沖縄県,沖縄市知花６－２５－１５,,敬愛会中頭総合ちばなクリニック,CODE,G000657,代表,社会医療法人 敬愛会 中頭総合ちばなクリニック 沖縄市 公式サイト
343201665737,本庄北クリニック,1114301826,367-0042,埼玉県,本庄市けや木３丁目２５番１４号,,本庄北クリニック,CODE,G000658,代表,本庄北クリニック 本庄市 公式サイト
343201665736,さくら内科リウマチ膠原病クリニック,2015110394,388-8008,長野県,長野市合戦場２－４７－１,,さくら内科リウマチ膠原病クリニック,CODE,G000659,代表,さくら内科リウマチ膠原病クリニック 長野市 公式サイト
343198137075,新鳥栖もりたクリニック,4110312735,841-0071,佐賀県,鳥栖市原古賀町７２２－４,,新鳥栖もりたクリニック,CODE,G000660,代表,新鳥栖もりたクリニック 鳥栖市 公式サイト
343198137073,わだ小児科クリニック,0311610273,020-0655,岩手県,滝沢市鵜飼御庭田６５番地２,,わだ小児科クリニック,CODE,G000661,代表,わだ小児科クリニック 滝沢市 公式サイト
343452767949,ヨルノクリニック,0910510809,322-0046,栃木県,鹿沼市樅山町３７１,,ヨルノクリニック,CODE,G000662,代表,ヨルノクリニック 鹿沼市 公式サイト
343452739273,アカシヤレディースクリニック,1116522015,330-0063,埼玉県,さいたま市浦和区高砂２丁目８－１６浦和ガーデンビル２階（２０４区画）,,アカシヤレディスクリニック,CODE,G000663,代表,アカシヤレディースクリニック さいたま市浦和区 公式サイト
343399014133,Ｄｒ．ｃｏｍｉｎｇ　那覇クリニック,4710119928,902-0075,沖縄県,那覇市国場３７２番地１階,,drcoming那覇クリニック,CODE,G000664,代表,Dr.coming 那覇クリニック 那覇市 公式サイト
343399014132,すなお手のひら診療所,4710311442,904-2221,沖縄県,うるま市平良川１２３　２Ｆ－１,,すなお手のひら診療所,CODE,G000665,代表,すなお手のひら診療所 うるま市 公式サイト
343316492011,桜上水駅前アイクリニックさくら眼科,1315533690,156-0045,東京都,世田谷区桜上水五丁目２４番９号　桜上水ビル２階,,桜上水駅前アイクリニックさくら眼科,CODE,G000666,代表,桜上水駅前アイクリニックさくら眼科 世田谷区 公式サイト
343466040036,水道橋やまがたこころクリニック,1310138222,101-0061,東京都,千代田区神田三崎町２丁目１７－８　ドメス水道橋ビルディング３０２,,水道橋やまがたこころクリニック,CODE,G000667,代表,水道橋やまがたこころクリニック 千代田区 公式サイト
343452650175,田中整形外科まりこ眼科,4111211076,849-0102,佐賀県,三養基郡みやき町簑原９１７,,田中整形外科まりこ眼科,CODE,G000668,代表,田中整形外科まりこ眼科 三養基郡みやき町 公式サイト
343408585443,六本松こころのクリニック,4011027952,810-0045,福岡県,福岡市中央区草香江２丁目１－５　ＡＧ六本松４階Ａ区画,,六本松こころのクリニック,CODE,G000669,代表,六本松こころのクリニック 福岡市中央区 公式サイト
343392398061,あまくさ生活習慣病クリニック,4312011085,863-0043,熊本県,天草市亀場町亀川１２３番地９,,あまくさ生活習慣病クリニック,CODE,G000670,代表,あまくさ生活習慣病クリニック 天草市 公式サイト
343316492010,紫波循環器内科クリニック,0312211295,028-3305,岩手県,紫波郡紫波町日詰東裏２０番地１,,紫波循環器内科クリニック,CODE,G000671,代表,紫波循環器内科クリニック 紫波郡紫波町 公式サイト
343452797667,キュアステーションそよら市川南クリニック,1212718062,272-0033,千葉県,市川市市川南２－８－１　そよらリーフシティ市川２階,,キュアステションそよら市川南クリニック,CODE,G000672,代表,キュアステーションそよら市川南クリニック 市川市 公式サイト
343452739272,はやぶさ耳鼻咽喉科,4610128938,891-0114,鹿児島県,鹿児島市小松原１丁目８－８,,はやぶさ耳鼻咽喉科,CODE,G000673,代表,はやぶさ耳鼻咽喉科 鹿児島市 公式サイト
343408585442,形成外科はやしクリニック,0111014726,069-0847,北海道,江別市大麻ひかり町３２－１大麻メディカルモール,,形成外科はやしクリニック,CODE,G000674,代表,形成外科はやしクリニック 江別市 公式サイト
343392398062,にしむら泌尿器科・内科クリニック札幌大通,0110614534,060-0042,北海道,札幌市中央区大通西２丁目５番地１　都心ビル８階,,にしむら泌尿器科内科クリニック札幌大通,CODE,G000675,代表,にしむら泌尿器科・内科クリニック札幌大通 札幌市中央区 公式サイト
343390618318,ふじの花おなかと内科クリニック,0910118421,321-0973,栃木県,宇都宮市岩曽町３２－２１,,ふじの花おなかと内科クリニック,CODE,G000676,代表,ふじの花おなかと内科クリニック 宇都宮市 公式サイト
343466040035,ほまれレディースクリニック,1110612804,344-0062,埼玉県,春日部市粕壁東一丁目２０番３０号コープかすかべ東店２階,,ほまれレディスクリニック,CODE,G000677,代表,ほまれレディースクリニック 春日部市 公式サイト
343452699362,ふるかわ腎・泌尿器科クリニック,0411511520,989-6115,宮城県,大崎市古川駅東１丁目１番２０－１,,ふるかわ腎泌尿器科クリニック,CODE,G000678,代表,ふるかわ腎・泌尿器科クリニック 大崎市 公式サイト
343399014130,西野バードリーフ診療所,0110419942,063-0035,北海道,札幌市西区西野５条６丁目９－１３,,西野バドリフ診療所,CODE,G000679,代表,西野バードリーフ診療所 札幌市西区 公式サイト
343452797660,てれじあ診療所,4610128953,892-0871,鹿児島県,鹿児島市吉野町２７１３番地２,,てれじあ診療所,CODE,G000680,代表,てれじあ診療所 鹿児島市 公式サイト
343452767940,眼科　城下医院,1113801230,347-0102,埼玉県,加須市日出安９５４－１,,眼科城下医院,CODE,G000681,代表,眼科 城下医院 加須市 公式サイト
343399014122,おおみや整形外科・手の外科クリニック,1116522254,331-0053,埼玉県,さいたま市西区植田谷本７７－１,,おおみや整形外科手の外科クリニック,CODE,G000682,代表,おおみや整形外科・手の外科クリニック さいたま市西区 公式サイト
343466040022,銀座心療内科・精神科エキマエメンタルクリニック,1316220206,104-0061,東京都,中央区銀座五丁目８番３号　四谷学院ビル３階,,銀座心療内科精神科エキマエメンタルクリニック,CODE,G000683,代表,銀座心療内科・精神科エキマエメンタルクリニック 中央区 公式サイト
343452767948,釧路メディスンクリニック,0114115058,085-0815,北海道,釧路市材木町５－２３,,釧路メディスンクリニック,CODE,G000684,代表,釧路メディスンクリニック 釧路市 公式サイト
343466040034,大野城　ふくだ内科・内視鏡クリニック,4011519511,816-0971,福岡県,大野城市牛頸３丁目２番５号,,大野城ふくだ内科内視鏡クリニック,CODE,G000685,代表,大野城 ふくだ内科・内視鏡クリニック 大野城市 公式サイト
343466040033,お茶の水乳腺クリニック,1310138271,101-0062,東京都,千代田区神田駿河台二丁目５番地７　村田ビルディング６階,,お茶の水乳腺クリニック,CODE,G000686,代表,お茶の水乳腺クリニック 千代田区 公式サイト
343466040032,いわもと脳神経外科,4610312235,893-0014,鹿児島県,鹿屋市寿三丁目２番１３号,,いわもと脳神経外科,CODE,G000687,代表,いわもと脳神経外科 鹿屋市 公式サイト
343466040031,せきもと内科クリニック,1210126847,260-0808,千葉県,千葉市中央区星久喜町２２７－１,,せきもと内科クリニック,CODE,G000688,代表,せきもと内科クリニック 千葉市中央区 公式サイト
343466040030,沖野フローレンスクリニック,0415313253,984-0831,宮城県,仙台市若林区沖野二丁目１６番２０号,,沖野フロレンスクリニック,CODE,G000689,代表,沖野フローレンスクリニック 仙台市若林区 公式サイト
343466040026,仙台駅前ほし呼吸器クリニック,0415213735,983-0852,宮城県,仙台市宮城野区榴岡１丁目２－１３ヨドバシ仙台第２ビル４階,,仙台駅前ほし呼吸器クリニック,CODE,G000690,代表,仙台駅前ほし呼吸器クリニック 仙台市宮城野区 公式サイト
343466040025,いちのせ耳鼻咽喉科,2010517866,395-0003,長野県,飯田市上郷別府３５－１,,いちのせ耳鼻咽喉科,CODE,G000691,代表,いちのせ耳鼻咽喉科 飯田市 公式サイト
343452797665,中島内科クリニック,1212718112,272-0026,千葉県,市川市東大和田２－１－１６　ＫＵＺＥ市川５１２,,中島内科クリニック,CODE,G000692,代表,中島内科クリニック 市川市 公式サイト
343452797662,あんじゅ在宅クリニック,0912610623,329-1232,栃木県,塩谷郡高根沢町光陽台２－１－１エクセレント宝１－２,,あんじゅ在宅クリニック,CODE,G000693,代表,あんじゅ在宅クリニック 塩谷郡高根沢町 公式サイト
343452767946,おおのたウィメンズクリニック　大宮大門町,1116522023,330-0846,埼玉県,さいたま市大宮区大門町二丁目２６番地１鍵利ＣＬＴ　ＢＬＤＧ．３・４・５階,,おおのたウィメンズクリニック大宮大門町,CODE,G000694,代表,おおのたウィメンズクリニック 大宮大門町 さいたま市大宮区 公式サイト
343452767945,たなか甲状腺クリニック,4510121090,880-0824,宮崎県,宮崎市大島町西田２１３６番４,,たなか甲状腺クリニック,CODE,G000695,代表,たなか甲状腺クリニック 宮崎市 公式サイト
343452767944,いたばし整形外科関節クリニック,1311935055,173-0004,東京都,板橋区板橋１－５４－４　メディカルステーション板橋１０２,,いたばし整形外科関節クリニック,CODE,G000696,代表,いたばし整形外科関節クリニック 板橋区 公式サイト
343452767937,アクティブシニアクリニックＬＵＮＡ沖縄,4710119852,900-0013,沖縄県,那覇市牧志一丁目４番４３号　新川ビル２階２－Ａ,,アクティブシニアクリニックluna沖縄,CODE,G000697,代表,アクティブシニアクリニックLUNA沖縄 那覇市 公式サイト
343452739270,鈴木レディースクリニック新宿,1315726625,160-0023,東京都,新宿区西新宿１－５－１１　新宿三葉ビル６階,,鈴木レディスクリニック新宿,CODE,G000698,代表,鈴木レディースクリニック新宿 新宿区 公式サイト
343452650173,ブランクリニック仙台院,0415119890,980-0021,宮城県,仙台市青葉区中央３丁目１番２１ＵＳビル１９・ナインティーン７階,,ブランクリニック仙台院,CODE,G000699,代表,ブランクリニック仙台院 仙台市青葉区 公式サイト
343408585440,こあら内科クリニック,1210126805,262-0032,千葉県,千葉市花見川区幕張町６－９８－１　コープ幕張駅北口店３階,,こあら内科クリニック,CODE,G000700,代表,こあら内科クリニック 千葉市花見川区 公式サイト
343399014125,まつおか前原内科,4012019701,819-1117,福岡県,糸島市前原西四丁目５番２８号,,まつおか前原内科,CODE,G000701,代表,まつおか前原内科 糸島市 公式サイト
343399014123,薬院きえレディースクリニック,4011028174,810-0012,福岡県,福岡市中央区白金１丁目３－１－２０１,,薬院きえレディスクリニック,CODE,G000702,代表,薬院きえレディースクリニック 福岡市中央区 公式サイト
343392398058,医療法人社団　ＷＨＭ　クリニックプラス自由が丘,1315533914,158-0083,東京都,世田谷区奥沢五丁目２６番１２号　ＭＥＲＩＸビル　４階,,whmクリニックプラス自由が丘,CODE,G000703,代表,医療法人社団 WHM クリニックプラス自由が丘 世田谷区 公式サイト
343390618316,やぎ子どもクリニック,0911310365,325-0037,栃木県,那須塩原市美原町４番８５号,,やぎ子どもクリニック,CODE,G000704,代表,やぎ子どもクリニック 那須塩原市 公式サイト
