医療機関コード	会社名	ウェブサイトURL	確度	判定根拠
1212117273	おなかのクリニック　紬	https://o-tsumugi.clinic/	高	公式サイト。柏市根戸1854-7 北柏24街区1・04-7157-0505 一致
1315921523	八幡山レディースクリニック	https://www.hachimanyama-ladies.com/	高	公式サイト。杉並区上高井戸1-8-2 TOYA5ビル2F 一致
1312335263	江戸川ひがし内科・呼吸器内科 篠崎駅前院	https://edogawa-higashi.jp/	高	公式サイト。江戸川区篠崎町・篠崎駅徒歩1分 一致（2026/5/11開院）
1412111078	北鎌倉みづきアイクリニック	https://mizuki-eye.com/	高	公式サイト。鎌倉市大船4-17-18・0467-55-5881 一致
1413811023	センター北しみずアイクリニック	https://yuda-shimizu-eyeclinic.com/	高	公式サイト。都筑区中川中央1-29-2 グランドメゾンセンター北202 一致
1312135879	医療法人社団隆樹会 いつきクリニック足立	https://ryujukai-group.jp/	中	運営法人(隆樹会)公式サイト。既存のいつきクリニックは西新井7-8-11でリスト住所(千住2-26-2 5階)と異なり、足立院の個別ページは未確認
1412212785	そうわ湘南台クリニック	https://www.sowa-clinic.jp/shounandai	高	院別公式ページ。藤沢市湘南台の訪問診療 一致
1310730051	社会福祉法人賛育会 さんいくさんさんクリニック	https://www.san-ikukai.or.jp/sumida/sansun_clinic/	高	運営法人サイト内の当院公式ページ。墨田区太平三丁目 一致
2310608704	名古屋上前津ＡＲＴクリニック	https://nagoya-kami-art.jp/	高	公式サイト。中区上前津2-1-2 WESTIN上前津1F 一致（不妊治療・体外受精専門）
1311434414	中野キッズこころクリニック	https://kids-kokoro.com/	高	公式サイト。中野駅前の児童精神科・心療内科 一致
1412410876	茅ヶ崎いのくち眼科	https://www.chigasaki-ganka.com/	高	公式サイト。茅ヶ崎市新栄町11-8 BLiX茅ヶ崎5F 一致
1315826938	高輪ゲートウェイ駅前整形外科クリニック	https://tgoc.jp/	高	公式サイト。港区高輪2-22-1 THE LINKPILLAR2 5階 一致
1316220552	愛新覚羅クリニック	https://www.aishinkakuraclinic.com/	高	公式サイト。中央区日本橋3-11-2 Hi-gs日本橋3F・03-6281-6565 一致
1311434331	中野富士見町耳鼻咽喉科	https://nakano-f-ent.com/	高	公式サイト。中野区弥生町5-27-4 クレストコート中野富士見町2F 一致
1316220586	医療法人社団大樹会 新東京クリニック 東京駅前院	https://shintokyoclinic.com/page-48.html	高	院別公式ページ。中央区八重洲1-6-17 大久保ビルディング8階 一致
1412111086	おおふなアイクリニック	https://www.ofuna-ganka.com/	高	公式サイト。鎌倉市大船1-4-1 ルミネウィング4F 一致（2026/5/1開院）
1310937979	大井町ペインクリニック	https://oimachi-pain.com/	高	公式サイト。品川区広町2-1-17 OIMACHI TRACKS 4階040601・03-6303-8898 一致
1315921572	阿佐ヶ谷メンタルクリニック	https://asagaya-mental-clinic.com/	高	公式サイト。杉並区阿佐谷北2-14-4 阿佐谷北口ビル3階301 一致
1315827050	外苑前アイクリニック	https://gaienmae-eye.com/	高	公式サイト。港区南青山2-26-34 セイザンII 5F 一致
1412011054	ひだまりこどもクリニック	https://hidamari-kodomo.com/	高	公式サイト。平塚市東真土4-7-20 一致（他県の同名クリニックとは別）
1212312460	たかはし耳鼻咽喉科	https://n-takahashijibi.com/	高	公式サイト。流山市駒木505-40 一致（同名の他院 takahashi-jibi.jp とは別）
1413011020	南林間りく整形外科	https://www.riku-seikeigeka.jp/	高	公式サイト。大和市南林間2-11-17 3F・4F・046-205-1212 一致
2310608720	ブランクリニック名古屋栄院	https://bccl.jp/about/nagoya/	高	院別公式ページ。中区栄3-15-37 エフジー栄ビル5階・052-243-7171 一致
2310304213	セタクリニック黒川	https://seta-clinic.com/	高	公式サイト。北区八代町2-74・052-913-6699 一致（2026/7/1開院）
1413011004	中央林間内科・呼吸器クリニック	https://chuo-resp.com/	高	公式サイト。大和市中央林間3-11-13 水島第2ビル2階・046-271-1159 一致
1312038834	関町訪問診療所	未検出	-	練馬区関町南4-21-21 6階。同名施設の公式HPを確認できず
2311503599	医療法人知真会 めいとう真心クリニック	https://chishinkai.or.jp/archives/post_clinic/469	中	運営法人(医療法人知真会)サイト内の当院ページ。名東区亀の井2-12・052-364-9871 一致。自院独立HPは未確認
1412111110	大船たかい胃・大腸内視鏡クリニック	https://www.ofuna-naishikyo.com/	高	公式サイト。鎌倉市大船1-22-26 大船ミクリエ3F・0467-55-8401 一致
1315422167	田無駅前呼吸器内科・内科クリニック	https://www.tanashi-naika.com/	高	公式サイト。西東京市田無町2-12-30 田無メディカルブリッジ2F 一致
1315726641	バオバブウィメンズクリニック飯田橋神楽坂	https://baobab-clinic.com/	高	公式サイト。新宿区神楽坂3-2 神楽坂Kビル2階 一致
2310506684	あいち訪問クリニック	https://aihou-clinic.com/	高	公式サイト。中村区乾出町1-14 トロント中村公園1階 一致
1911211389	大田屋ライフクリニック	https://ootaya-lifeclinic.com/	高	公式サイト。富士吉田市上吉田東7-2-7 一致（大田屋クリニックとは別施設）
1313229820	みやじま在宅クリニック	未検出	-	町田市森野6-83-1 かさ山ハイツ102。同名施設の公式HPを確認できず
1415510813	かい脳神経外科・救急クリニック	https://kai-cl.jp/	高	公式サイト。宮前区犬蔵2-9-35・044-863-9990 一致
1310531392	和田秀樹こころと体のクリニック	https://www.wadahidekiclinic.jp/	高	公式サイト。文京区本郷3-21-12・03-3814-4530 一致
1212511756	我孫子ホームケアクリニック	未検出	-	我孫子市台田4-1-7。同名施設の公式HPを確認できず
1415211693	ｗｉｔｈこどもクリニック武蔵小杉	https://withkidsclinic.com/	高	公式サイト。中原区今井仲町4-1 一致（2026/8開業・365日診療）
1210613398	市原アルバ泌尿器科クリニック	https://alba-uro.com/	高	公式サイト。市原市南国分寺台（ウエルシア市原国分寺台店2階）一致
2310203357	形成外科 皮フ科 美容皮フ科 東白壁クリニック	https://skin-nagoya.com/	高	公式サイト。東区芳野1-1-15 一致（医療法人名甲会）
1313123544	ホームタウンクリニック国分寺	https://hometown-clinic.jp/	高	公式サイト。国分寺市南町3-22-31 国分寺南町ビル3階・042-312-0059 一致
2313801983	小牧おくむら内科外科・日帰り手術クリニック	https://www.okumura-daysurgery-clinic.jp/	高	公式サイト。小牧市郷中1-217・0568-90-5099 一致
1313025772	立川駅前おおかみこころのクリニック 心療内科・精神科・美容皮膚科	未検出	-	立川市柴崎町3-5-2 遠藤ビル5階。「おおかみこころのクリニック」グループの存在は確認できたが立川院の公式URLは未特定。要再調査
1414410197	みんなのおうちクリニック綾瀬	https://minna-ouchi.jp/	高	公式サイト。綾瀬市深谷上2-4-11・0467-84-8884 一致（2026/5/1開院）
1312135978	足立シンバこどもクリニック	https://www.adachi-simba.com/	高	公式サイト。足立区綾瀬・JR綾瀬駅徒歩1分 一致（2026/6/1開院）
1312233872	こどもの近視クリニック眼科・小児科	未検出	-	葛飾区新小岩2-39-4-505。「新小岩眼科(分院)」が近視治療を行うが住所(新小岩2-1-21)が異なり別施設の可能性。要再調査
1312135986	西新井みずの皮膚科クリニック	https://nishiarai-skin.com/	高	公式サイト。足立区栗原1-20-12 メディカルプラザ西新井2階 一致
1312335222	東京血管クリニック葛西	https://kasai-vascular-clinic.com/	高	公式サイト。江戸川区中葛西5-41-10 BPRプレイス葛西3F・03-6240-5002 一致
1315533757	駒沢駅前ファミリークリニック	https://komafami.net/	高	公式サイト。世田谷区駒沢・駒沢大学駅すぐ 一致
2311503565	総合診療・内視鏡 タナカ内科	https://tanaka-naika-meito.com/	高	公式サイト。名東区牧の里1-1501-2 一致
1312335313	医療法人社団幸訪会 江戸川中央整形外科クリニック	https://kohokai.com/shinkoiwa-orthopedics/	高	公式サイト。江戸川区中央（新小岩駅徒歩10分）一致
1312931186	翔整形外科クリニック 八王子駅前院	https://www.sho-seikei.com/hachioji/	高	院別公式ページ。八王子市旭町9-1 八王子スクエアビルB1F・042-648-2325 一致
1212417756	あさい在宅診療所	https://hakuseikai-partners.com/asai_homecare	中	運営元(白青会パートナーズ)サイト内の当院ページ。松戸市 一致。自院独立HPは未確認
1212117323	柏中央クリニック	未検出	-	柏市中央2-2-18・04-7157-0771・内科/精神科 まで特定。自院HPは確認できず
1412111102	みずの循環器内科クリニック	https://mizuno-cc.com/	高	公式サイト。鎌倉市小町1-4-31 ALVARIS鎌倉ビル4F・0467-55-8588 一致
1312038826	練馬・武蔵野こどもクリニック	https://www.nerimamusashino-kids.com/	高	公式サイト。練馬区立野町14-12・03-6279-7239 一致
1311733260	医療法人社団東京白報会 総合クリニックドクターランド赤羽	https://dr-land-akabane.com/	高	公式サイト。北区神谷3-15-37 ロイヤルパークス赤羽アネックス 一致
1315921515	イーズクリニック荻窪	https://www.ease-clinic-ogikubo.com/	高	公式サイト。杉並区天沼3-6-34 第一曽根ビル 一致
1212819761	西船橋南口駅前　いわせ内科・内視鏡クリニック	https://www.nishifunabashi-clinic.com/	高	公式サイト。船橋市印内町568-2 3階 一致
1315533666	上野毛しみず腎・泌尿器科クリニック	https://kaminoge-uro.com/	高	公式サイト。世田谷区上野毛1-22-2 ウェルスクエアプラザ上野毛3F 一致（2026/4/1開院）
1413011012	いまき内科・循環器クリニック	https://imaki-naika.com/	高	公式サイト。大和市南林間2-11-17 2F 一致
1311434364	なごみ こころのクリニック	https://nagomikokoro.com/	高	公式サイト。中野区東中野3-11-6 誠屋ビル2F・03-5937-7513 一致
1310938076	社会医療法人財団仁医会 ミラベル健診プラザ大井町	https://www.miravel.jp/	高	公式サイト。品川区広町2-1-21 OIMACHI TRACKS BUSINESS TOWER 5階 一致（2026/4/1開業）
1315827605	ありすがわクリニック	未検出	-	港区南麻布5-16-13。同名施設の公式HPを確認できず（平塚市「ありさわクリニック」は別施設）
1310833947	江東すみよしクリニック	https://sumiyoshi-clinic.net/	高	公式サイト。江東区住吉2-3-18 井尾ビル1F・03-6659-9414 一致
1312038792	上石神井腎・泌尿器科クリニック	https://kamishaku-uro.com/	高	公式サイト。練馬区上石神井2-23-23 ハイシティ上石神井1階 一致
1316022503	広尾オレンジクリニック	https://www.hiroo-orange-cl.com/	高	公式サイト。渋谷区広尾5-3-13 バルビゾン86 4階 一致
1315023213	聖蹟トータルクリニック	https://seisekitotal-cl.com/	高	公式サイト。多摩市東寺方1-2-2 トータルビル1F 一致（2026/5/13開院）
1316022214	まゆ こころのクリニック	https://mayukokohatchi2025.wixsite.com/mayu-kokoronoclinic	高	公式サイト(Wix)。渋谷区西原1-35-1 幡ヶ谷医療ビル3F・03-6451-5568 一致
1311935030	下赤塚駅前いがらし眼科	https://igarashi-eye.com/	高	公式サイト。板橋区赤塚・下赤塚駅北口徒歩1分 一致
1315921507	医療法人社団仁桜会 井荻駅前耳鼻咽喉科	https://www.iogijibi.com/	高	公式サイト。杉並区下井草4-34-12 サウザンド井荻1階 一致
1315533989	しょうふうメンタルクリニック	未検出	-	世田谷区若林2-7-13 地下1階。同名施設の公式HPを確認できず
1210212407	いちかわ内科クリニック	https://kamome-kai.com/	中	袖ヶ浦団地ショッピングセンター内の「いちかわクリニック」公式サイト。住所帯は一致するが名称表記が異なり要確認（同名の三重県2410302133とは別施設）
1316022271	渋谷 Ｍｅｎｔａｌ＆Ｂｅａｕｔｙ Ｃｌｉｎｉｃ	未検出	-	渋谷区宇田川町28-7 ANNEX・渋谷三善第3ビル5階。同名施設の公式HPを確認できず
1315533849	北烏山ふたばクリニック	https://kitakarasuyama-futaba-clinic.com/	高	公式サイト。世田谷区北烏山7-12-28・03-5314-9931 一致
1212417723	キッズクリニック新松戸	https://kids-clinic-shinmatsudo.com/	高	公式サイト。松戸市新松戸4-54 M-siteビル3階・047-375-8072 一致（2026/7/21開院）
1214611125	印西千葉ニュータウン頭痛・脳神経内科クリニック	https://www.chibanewtown-neurosurgery.com/	高	公式サイト。印西市中央北1-1 APOLLO PLANT MALL 一致（2026/8開院）
1311733278	王子皮膚科美容皮膚科	https://hifuka-oji.com/	高	公式サイト。北区王子1-8-8 ステラテラス2F 一致
1315726476	新宿四ツ谷駅睡眠障害・睡眠時無呼吸はるスリープクリニック	https://www.clinic-sleep.com/	高	公式サイト。新宿区四谷1-18-12 坂本屋ビル1F・03-6273-2960 一致
1311033091	シダーメディカルクリニック東京	未検出	-	目黒区三田2-1-9 MTビル2階。同名施設の公式HPを確認できず
1315921531	ＰＨＣおぎくぼ在宅診療所	https://phc-ogikubo.com/	高	公式サイト。杉並区清水・荻窪の訪問診療 一致（2026/5/7開院）
1312931210	八王子心療内科・精神科いつでもこころのメンタルクリニック	https://itsudemo-kokoroclinic.com/hachioji/	高	院別公式ページ。八王子市旭町11-8 アクセスビル2F・042-649-8233 一致
1312038735	大泉学園こころのクリニック	https://oizumigakuen-mental.com/	高	公式サイト。練馬区東大泉1-37-13 和田第2ビル2F・03-3923-0556 一致
1415211636	神奈川そけいヘルニア日帰り手術クリニック川崎武蔵小杉	https://kanagawa-hernia.net/	高	公式サイト。中原区新丸子町・新丸子駅徒歩1分 一致（2026/4/2開院）
1312038818	トウカイメディカルクリニック高野台	https://tmc-takanodai.jp/	高	公式サイト。練馬区高野台1-3-7 NFプラザII 3階302・03-6913-2128 一致
1411011345	戸塚駅前おおはら内科皮膚科小児科クリニック	https://totsuka-ohara-clinic.com/	高	公式サイト。戸塚区戸塚町6003-5 1F A-1号室・045-392-8033 一致
1315827167	医療法人社団東京桜十字 六本木ヒルズ桜十字クリニック	https://www.sakurajyuji-healthcare.jp/clinic/roppongi-hills/	高	院別公式ページ。港区六本木6-10-1 森タワー6階・03-6721-1535 一致
1311434471	中野坂上こもれびメンタルクリニック	https://sakaue-mental.com/	高	公式サイト。中野区中央2-8-22 ケーズクリニックビル5階・03-5937-2376 一致（2026/7/1開院）
1315722319	医療法人社団 二葉会 東新宿駅前クリニック	https://higashi-shinjuku.clinic/	高	公式サイト。新宿区新宿7-27-12 コンフォリア東新宿ステーションフロント2階 一致
1912210349	甲州ささき眼科	https://kosyu-sasaki-ganka.com/	高	公式サイト。甲州市の眼科 一致（甲府市の佐々木眼科医院とは別）
1310531418	駒込うめこうじ整形外科・小児科	https://komagome-cl.com/	高	公式サイト。文京区本駒込6-25-5 2F・3F 一致
1315533831	二子玉川ブルーム皮フ科	https://bloom-derma.com/	高	公式サイト。世田谷区玉川3-12-2 1階・03-6805-6521 一致
1312038719	東京ＴＣＭクリニック乳腺外科＆腫瘍内科	https://tokyobreast.com/	高	公式サイト。練馬区高松5-11-26 光が丘MKビル1F・03-3997-2700 一致
1311827443	日暮里つむぎ女性クリニック	https://www.tsumugi-cl.jp/	高	公式サイト。荒川区西日暮里・日暮里駅の婦人科 一致
1212819670	下総中山駅前おおた内科クリニック	https://www.ohta-clinic.com/	高	公式サイト。船橋市本中山の内科・腎臓内科・透析 一致
1110901611	たなか耳鼻咽喉科	https://www.kuki-tanaka.jp/	高	公式サイト。久喜市久喜東1-16-32 一致
1311639152	東京ヒップジョイントクリニック	https://www.tokyo-hip-joint.clinic/	高	公式サイト。豊島区北大塚2-16-8 バロックコート大塚2F・03-5931-8700 一致
1110810523	越谷レイクタウン北口 門屋内科・呼吸器クリニック	https://www.laketown-kokyuki.com/	高	公式サイト。越谷市レイクタウン・レイクタウン駅徒歩2分 一致
1210613406	おがた在宅クリニック	未検出	-	市原市辰巳台西3-13-1 フェリス辰巳台1階C号室。同名施設の公式HPを確認できず
1310730085	すみだ胃大腸肛門内視鏡クリニック	https://sumida-endoscopy.com/	高	公式サイト。墨田区東向島3-39-10 ダイアパレス向島百花園II 1F 一致（2026/7開院）
1316220628	Ａｃｔｒｙ 勝どきウェルネスメディカルクリニック	https://actry.jp/	高	公式サイト。中央区勝どき2-14-2 リーラ勝鬨ニューハウン102・03-3520-8365 一致
1316220453	日本医科大学八重洲健診ステーション	https://yaesu.nms.ac.jp/	高	公式サイト。中央区八重洲1-6-1 TOFROM YAESU TOWER 6・7階 一致
1112702520	はる在宅クリニック	https://sayamaharu.com/	高	公式サイト。狭山市の訪問診療・往診 一致
1315921622	平手こどもクリニック阿佐ヶ谷	https://www.hirate-kodomo.com/	高	公式サイト。杉並区阿佐谷北の小児科 一致（2026/8開業）
1413110010	ＳＢＣ整形外科クリニック横浜駅前院	https://www.sbc-seikeigeka.com/clinic/branch/yokohama/	高	院別公式ページ。西区北幸1-4-1 横浜天理ビル11階 一致
1310531335	東大前内科小児科クリニック	https://todaimae-clinic.com/	高	公式サイト。文京区向丘2-8-5 エクラ東大前1F・2F 一致
1415110812	尻手駅前ふじもと眼科	https://fujimoto-eye.clinic/	高	公式サイト。幸区南幸町3-123-4 CHIビル102 一致（2026/7/27開院）
1511311290	たなか整形外科クリニック	https://tanaka-seikeiclinic.com/	高	公式サイト。燕市地蔵堂・分水駅徒歩4分 一致（大阪/志木等の同名とは別）
1315533773	そしがやレディースクリニック	https://soshigaya-lc.com/	高	公式サイト。世田谷区砧6-39-3 キヌタプレイス4F 一致
1316022354	笹塚メンタルクリニック	https://www.sasazuka-mental.com/	高	公式サイト。渋谷区笹塚の精神科・心療内科 一致
1212819753	西船橋メンタルクリニック	https://www.nishifuna-mental-clinic.com/	高	公式サイト。船橋市・西船橋駅徒歩2分 一致（2026年開院）
1311434489	ビスタクリニック中野坂上	https://vista-nakano.com/	高	公式サイト。中野区中央2-8-22 ケーズクリニックビル2階 一致
1212011666	うめさと眼科	https://umesatoganka.com/	高	公式サイト。野田市梅郷・梅郷メディカルプラザ 一致（2026/7開院）
1315726633	あかつき心のクリニック	未検出	-	新宿区津久戸町3-12 ツクド岡本ビル3・4階。「あかつきメンタルヘルスクリニック」は名称が異なり別施設の可能性。要再調査
1311639160	ブランクリニック池袋院	https://bccl.jp/about/ikebukuro/	高	院別公式ページ。豊島区西池袋1-3-6 アウルコート8F・9F 一致
1310138321	矢後形成外科	https://yagoplasticsurgery.com/	高	公式サイト(YAGO PLASTIC SURGERY)。千代田区五番町5-1 第8田中ビル6階 一致
1310938092	東京心療内科メンクリメンタルクリニック	https://tokyomental-clinic.com/	高	公式サイト。品川区西五反田8-4-15 グリンデル広小路10階 一致
1315624663	瀬戸整形外科 スポーツ・リハビリクリニック	https://setoseikeigeka.com/	高	公式サイト。大田区上池台2-40-15 SAKURA C TERRACE 2F 一致（2026/5開院）
1315726302	東新宿駅前こばやし消化器内科	https://kobayashi-endoscopy.com/	高	公式サイト。東新宿駅徒歩30秒の消化器内科 一致
1412212884	メディカルパーク辻堂	https://medicalpark-tsujido.com/	高	公式サイト。藤沢市辻堂1-3-1 THE TOWER湘南辻堂2階 一致（2026/6/1開院）
1210126839	ブランクリニック千葉院	https://bccl.jp/about/chiba/	高	院別公式ページ。千葉市中央区富士見1-2-7 千葉駅前みゆきビル2F/3F 一致
1315921606	ゆうあいクリニック	未検出	-	杉並区久我山3-17-32。同名施設が横浜/沼津/三鷹等に複数あり、久我山の自院HPは確認できず
1212819647	船橋法典整形外科クリニック	https://funabashihoden-seikei.com/	高	公式サイト。船橋市藤原2-16-16 Y's Medical Hub 102号 一致（類似ドメイン funabashihoten- とは別サイト）
1312038768	Ｔｓスキンクリニック	https://ts-skin.clinic/	高	公式サイト。練馬区中村3-23-11 ハイム中幸1階・03-5848-8030 一致（2026/7/6開院）
1313229762	つるかわこどもクリニック	https://tsurukawa-kids.com/	高	公式サイト。町田市能ヶ谷1-5-4 ルーブル夏目1F・042-708-8218 一致（2026/5/1開院）
1312233724	日暮里眼科クリニック 新小岩院	https://shinkoiwa.nipporieyeclinic.com/	高	院別公式サイト。葛飾区新小岩1-44-6 1E&A 4階・03-5879-4511 一致
1315533799	青藍会ハートクリニック成城	未検出	-	成城2-34-1 成城小泉ビルI 202。「成城ハートクリニック」(成城6-15-23)は別施設。青藍会グループ内の当院ページも未確認
1111001254	つむぎクリニック	https://www.yashio-tsumugi-clinic.jp/	高	公式サイト。八潮市 グランソフィア八潮EAST1 一致（訪問診療・24時間365日対応）
1315624671	そらとさくらクリニック大田区御嶽山駅前院 内科・糖尿病内科・リウマチ科	https://soratosakura.com/	高	公式サイト。大田区北嶺町31-10 ONTAKESAN FC2階 一致
1419122530	リリークリニック新横浜	未検出	-	港北区小机町1505。同名施設の公式HPを確認できず
1310938035	目黒ひざ＆形成外科クリニック	https://meguro-knee.com/	高	公式サイト。品川区上大崎2-13-26 メイプルトップビル6階 一致
1311033125	目黒サムズ形成外科皮フ科クリニック	https://meguro-sams.com/	高	公式サイト。目黒区目黒2-8-10 K-TREE目黒2F 一致
1312038743	沼口内科江古田駅北口糖尿病クリニック	https://numaguchi-naika.jp/	高	公式サイト。練馬区小竹町1-36-5 1階 一致（2026年春開院）
1315726674	牛込内科・糖尿病クリニック	https://ushigome-clinic.com/	高	公式サイト。新宿区市谷薬王寺町14-17 アルス市ヶ谷薬王寺101 一致
1316220560	ノバクリニック	未検出	-	中央区銀座6-13-6 商工聯合会ビル4階。同名施設の公式HPを確認できず
1214212551	しまだ内科・循環器クリニック	https://shimada-cli.com/	高	公式サイト。佐倉市ユーカリが丘の循環器内科 一致（さいたま/福岡の同名とは別）
1315827183	医療法人社団Blooming TAKANAWA GATEWAY Clinics 桜の芽レディースクリニック	https://tg.sakuranome.tokyo/	高	院別公式サイト。港区高輪2-22-1 THE LINKPILLAR2 4F・03-6277-2930 一致
1310632570	みはらウィメンズヘルスクリニック 上野根津院	https://www.miharawhc.com/	高	公式サイト。台東区池之端・根津駅徒歩2分 一致（2026年春開院）
1315726708	西新宿眼科	未検出	-	新宿区西新宿1-5-1 小田急新宿西口駅前ビル5F（厚労省ナビイで所在確認）。自院HPは確認できず
1212718104	市川駅前いぶち皮膚科	https://ichikawa-hifuka.com/	高	公式サイト。市川市市川1-4-10 ダイエー市川店4階 一致（2026/6/1開院）
1212718096	市川駅前脳神経外科	https://www.ichikawaekimae-neurosurgeryclinic.com/	高	公式サイト。JR市川駅徒歩3分 一致
1315533724	千歳烏山ウィメンズクリニック	https://karasuyama-womens.com/	高	公式サイト。世田谷区・千歳烏山駅徒歩1分の産科婦人科 一致（2026/4開院）
1315826854	麻布クリニック	https://azabu-eye.com/	高	公式サイト。港区麻布十番2-20-6 麻布十番エムエービルディング5階・8階 一致（眼科・形成外科等）
1315827407	ＲＩＣメンタルクリニック白金高輪	https://ric-mental.com/shirokanetakanawa/	高	院別公式ページ。港区三田4-8-36 三田MTビル7階 一致
1311935006	とまり木クリニック	https://tomarigi-mental.com/	高	公式サイト。板橋区板橋1-14-10 MEDICAL SQUARE板橋4F 一致
1315827290	新橋心療内科ゆうメンタルクリニック新橋院	https://shimbashi.yuik.net/	高	院別公式サイト。港区新橋の心療内科 一致
1212117265	北柏皮ふ科クリニック	https://kitakashiwahifukaclinic.com/	高	公式サイト。柏市根戸1854-7 北柏24街区1 一致
1315533658	二子玉川脊椎・整形外科クリニック	https://futakotamagawa-spine.jp/	高	公式サイト。世田谷区玉川3-10-11 ジ・エイペックスビル1階・03-6431-0966 一致
1415211644	武蔵小杉今井仲町内科クリニック	https://imainakamachi-cl.com/	高	公式サイト。中原区今井仲町13-16 グランウィル武蔵小杉2階 一致
1315624630	雑色エキマエ広場皮フ科クリニック	https://zoshiki-hifu.clinic/	高	公式サイト。大田区仲六郷2-42-17 Orphic Dom 2F 一致
1311033059	自由が丘ルミナスクリニック	https://luminous-clinic.tokyo/	中	目黒区自由が丘1-9-3 自由が丘第2ビル3階・03-5726-9090 一致。別ドメイン jiyugaoka-luminous-clinic.com も存在し、どちらが正かは要確認
1210126862	おおがはす在宅診療所	未検出	-	千葉市花見川区幕張本郷2-4-1 タカソービル4階402。同名施設の公式HPを確認できず
1310938050	医療法人社団桜柊会 不動前おがわクリニック	https://fudomae-osyukai.com/	高	公式サイト。品川区西五反田5-10-8 2階・03-3490-0166 一致
1310833921	医療法人 四つ葉会 よつば会クリニック 亀戸院	https://yotsubakai-kameido.com/	高	院別公式サイト。江東区亀戸5-1-1 アトレ亀戸7F 一致
2312902055	松尾内科・糖尿病・内分泌クリニック	https://matsuo-diabetes-cl.com/	高	公式サイト。刈谷市高倉町3-711・0566-91-8165 一致
1313025723	立川駅前おといろ耳鼻咽喉科	https://otoiro-clinic.jp/	高	公式サイト。立川市柴崎町3-5-2 遠藤ビル3階・042-595-7525 一致
1312135887	西新井内科クリニック	https://nishiarai-cl.jp/	高	公式サイト。足立区西新井本町5-12-2 THKビル 一致
1415011028	医療法人 四つ葉会 よつば会クリニック 川崎院	https://yotsubakai-kawasaki.com/	高	院別公式サイト。川崎区小川町1-26 ラ チッタデッラ内アレーナチッタ2階・044-874-1907 一致
1316220438	東京八重洲まもりび消化器内科・内視鏡クリニック 日本橋院	https://www.mamoribi-clinic.com/	高	公式サイト。中央区日本橋3-11-2 Hi-gs日本橋3F・03-6821-7513 一致
1212718054	いちかわ慈優クリニック	未検出	-	市川市鬼高1-14-14 1階。同名施設の公式HPを確認できず（他県の「いちかわクリニック」各院とは別）
1312335255	やまもも在宅クリニック	未検出	-	江戸川区西葛西5-6-19 西葛西内宮ビル501。同名施設の公式HPを確認できず
1411011360	よちすけキッズ・アレルギークリニック	https://yochisuke-kids.com/	高	公式サイト。戸塚区秋葉町444-2 一致
1311935097	いたばしキッズ＆アレルギークリニック	https://itabashi-kids-algy.com/	高	公式サイト。板橋区板橋・板橋駅前 一致（2026/8開院。いたばし本町こども・アレルギークリニックとは別）
1212511723	医療法人緑生会 あびこスマイルクリニック	http://www.abikosmile.jp/	高	公式サイト。我孫子市本町3-2-1 イトーヨーカドー我孫子南口店2階 一致（歯科の同系列とは別）
1411911445	うつぐみ在宅クリニック	https://utsugumi-zaitaku.com/	高	公式サイト。横須賀市の訪問診療・046-874-8162 一致
1412212835	辻堂駅前ひらやま内科・呼吸器内科クリニック湘南藤沢院	https://tsujidocl.com/	高	公式サイト。藤沢市辻堂新町1-1-13 西村ビル101・0466-90-4526 一致
2310608712	名古屋プログレス 腎臓内科・透析 丸の内駅前クリニック	https://nagoya-progress.jp/	高	公式サイト。中区錦1-4-16 KDX名古屋日銀前ビル2F・052-212-6307 一致
1311639103	池袋駅前さくらレディースクリニックＮＩＣＯレディース皮ふ科	https://sakura-ikebukuro.com/	高	公式サイト。豊島区東池袋1-1-4 タカセセントラルビル4階 一致
2310506692	おなかとおしりのかなもりクリニック	https://clinic-kanamori.com/	高	公式サイト。中村区松原町2-22-1 そうごうメディカルモール+care本陣4階 一致
1315533781	祖師ヶ谷内視鏡肝臓やましろ内科クリニック	https://soshigaya-yamashiro-clinic.com/	高	公式サイト。世田谷区砧6-39-3 キヌタプレイス2F・03-6805-8022 一致（2026/5/1開院）
1315827274	高輪ホームペインクリニック・整形外科	未検出	-	港区高輪3-5-12 フォルテ高輪1階。同名施設の公式HPを確認できず（高輪整形外科クリニック等は別施設）
1311935121	板橋駅前さとう消化器・内視鏡クリニック	https://tokyo-onaka.jp/	高	公式サイト。板橋区板橋1-54-4 メディカルステーション板橋201 一致
1419122950	日吉駅前こころみ消化器内視鏡クリニック・内科・耳鼻咽喉科・心療内科	https://hiyoshi-cocoromi-cl.jp/	高	公式サイト。港北区日吉2-1-4 G.C.HIYOSHI 2階・3階 一致（2026/8/1開院）
1311827450	医療法人社団 WHM クリニックプラス西日暮里	https://clinicplus.health/clinic/nishinippori	高	院別公式ページ。荒川区西日暮里5-24-7 冠ビル3F・03-6806-5344 一致（2026/8/1開院）
1311935048	エール訪問診療クリニック	https://al-hcc.com/	高	公式サイト。板橋区中板橋21-16 マンション幸和2階・03-6765-5016 一致
1315921549	維心在宅クリニック	未検出	-	杉並区下井草3-12-16 HeimKastanie103。同名施設の公式HPを確認できず
1310833897	亀戸ハート内科・心臓リハビリクリニック	https://kameido-heart.com/	高	公式サイト。江東区亀戸5-1-1 アトレ亀戸8F 一致
